outcome,predictor,beta_coefficient,ci_lower,ci_upper,p_value,regression_type,p_gt_0.2
Mortality in ICU,Neither Abx.T,-13.80841590047306,-2240.653029707147,2213.0361979062013,0.9903031337189101,logistic,True
Mortality in ICU,Amikacin,8.072122572446387,-3571.811767758524,3587.956012903417,0.9964738113299902,logistic,True
Mortality in ICU,Minocycline,-0.8744365725055093,-2.6826743708334373,0.9338012258224188,0.34322666148013203,logistic,True
Mortality in ICU,Trimethoprim/Sulfamethoxazole,-0.6263881223656471,-2.1195122028047066,0.8667359580734126,0.41094343619531004,logistic,True
Mortality in ICU,Ampicillin Sulbactam,5.382198189120156,-2383.991762587414,2394.7561589656543,0.9964774083527286,logistic,True
Mortality in ICU,Meropenem.T,-1.466351603370489,-3.7938857762319618,0.8611825694909836,0.21691180328210669,logistic,True
Mortality in ICU,P/C-Sulbactam.T,-1.169846661347102,-2.916026334942858,0.5763330122486539,0.18915913407635565,logistic,False
Mortality in ICU,Clinical Improvement,-18.733915698383548,-5372.289917495845,5334.822086099078,0.9945276866293837,logistic,True
Mortality in ICU,ICU Stay in 28 Days,0.031078907565542806,-0.1239087881974315,0.1860666033285171,0.6943033976882207,logistic,True
Mortality in ICU,GW Stay in 28 Days,-13.920452580771263,-1613.8426414758933,1586.0017363143506,0.9863942778645512,logistic,True
Mortality in ICU,Total Hospital Stay,-0.11172861609588616,-0.286217536403296,0.06276030421152368,0.2094777850531503,logistic,True
Mortality in ICU,Mortality in Hospital,-13.808415900472939,-2240.6530297070126,2213.0361979060667,0.9903031337189097,logistic,True
Mortality in ICU,Mortality post 28 Day Discharge,-13.808415900472566,-2240.653029706597,2213.036197905652,0.9903031337189081,logistic,True
Mortality in ICU,Overall Mortality,17.866407588925675,-3988.338898427578,4024.071713605429,0.9930259242865224,logistic,True
Mortality in ICU,Relapse post 28 Day Discharge,-11.58624397098288,-586.6474978288983,563.4750098869325,0.9685004859100392,logistic,True
Mortality in ICU,Other Illness Leading to Hospitalization post 28 Days Discharge,-11.586243970982881,-586.6474978288987,563.475009886933,0.9685004859100392,logistic,True
Mortality in Hospital,Patient ID,0.16014709846140934,-0.07189227543745416,0.3921864723602728,0.17614751802880224,logistic,False
Mortality in Hospital,Age,0.12311818649221082,-0.05321628219786945,0.2994526551822911,0.17116716872466453,logistic,False
Mortality in Hospital,Male,6.266406173825907e-07,-2.9217392986045305,2.921740551885765,0.9999996645983933,logistic,True
Mortality in Hospital,Female,6.26640617632933e-07,-2.921739298604529,2.9217405518857644,0.9999996645983932,logistic,True
Mortality in Hospital,Height,0.07775402710892104,-0.4369932050069039,0.5925012592247461,0.7671857038433992,logistic,True
Mortality in Hospital,Weight,-0.13631330018047477,-0.373586158280114,0.10095955791916444,0.2601656607052176,logistic,True
Mortality in Hospital,NDM,12.557752991588199,-1032.5000181949356,1057.6155241781119,0.9812103088122263,logistic,True
Mortality in Hospital,CKD,-12.396853003593485,-2739.7215313434294,2714.927825336242,0.9928918429119334,logistic,True
Mortality in Hospital,HTN,10.375947818972094,-211.64804197049176,232.39993760843595,0.9270191203049256,logistic,True
Mortality in Hospital,DM,0.6932671897976,-2.24660057402872,3.63313495362392,0.6439447708919064,logistic,True
Mortality in Hospital,COPD,1.6094549551247392,-1.4269075773273259,4.645817487576805,0.2988517501038662,logistic,True
Mortality in Hospital,Hypothyroidism,-11.778417755809361,-1427.3276132574238,1403.770777745805,0.9869883944717404,logistic,True
Mortality in Hospital,HAP.CRO,1.609454955124739,-1.426907577327326,4.645817487576804,0.29885175010386633,logistic,True
Mortality in Hospital,VAP.CRO,-11.891614898498007,-865.8807733689652,842.0975435719691,0.9782267770426518,logistic,True
Mortality in Hospital,CAP.CRO,1.2531381039446055,-1.7331286078439463,4.239404815733157,0.41081121261337017,logistic,True
Mortality in Hospital,BSI.CRO,-11.891614898498178,-865.8807733690381,842.0975435720417,0.9782267770426534,logistic,True
Mortality in Hospital,Other.CRO,-11.66425835113605,-1960.6909517856038,1937.3624350833315,0.9906412566645533,logistic,True
Mortality in Hospital,HAP.NCRO,-11.664258351136006,-1960.6909517855602,1937.3624350832883,0.990641256664553,logistic,True
Mortality in Hospital,Hospitalization in past 6 Months,-0.45188535200810787,-3.381144582900215,2.4773738788839994,0.762380715985678,logistic,True
Mortality in Hospital,CV Catheter in 6 Months,0.955724610943459,-2.001694466642897,3.9131436885298148,0.5264820517756104,logistic,True
Mortality in Hospital,Urinary Catheter in 6 Months,0.4520733879594261,-2.4771756495730477,3.3813224254919003,0.762284015249377,logistic,True
Mortality in Hospital,Surgery in last 3 Months,-14.215426313257678,-2408.1365997421885,2379.7057471156736,0.9907140061745875,logistic,True
Mortality in Hospital,Past CREPA infection,-9.141838648145486,-308.626734058519,290.343056762228,0.9522923795930837,logistic,True
