outcome,predictor,beta_coefficient,ci_lower,ci_upper,p_value,regression_type,p_gt_0.2
Mortality in Hospital,Levofloxacin,-0.5235804323075427,-2.1164274334973316,1.0692665688822465,0.5194104387802705,logistic,True
Mortality in Hospital,Meropenem,-9.099371035482806,-4143.524144082934,4125.325402011969,0.9965582201665918,logistic,True
Mortality in Hospital,Cefoperazone/Sulbactam,-2.205500792600198,-4.564227328303582,0.15322574310318648,0.06685577705098227,logistic,False
Mortality in Hospital,Ceftazidime,-22.28863552052598,-454.57340592963016,409.9961348885782,0.9195060921614496,logistic,True
Mortality in Hospital,Piperacillin/Tazobactam,-1.2104027399440962,-2.9150679079233335,0.4942624280351413,0.1640197911680238,logistic,False
Mortality in Hospital,Carbapenemase,-2.7725811665204323,-5.948083817177597,0.40292148413673257,0.08703030499467902,logistic,False
Mortality in Hospital,Clinical improvement,-1.9459089111552552,-4.8150015517966995,0.9231837294861893,0.18374596414725097,logistic,False
Mortality in Hospital,ICU Stay in 28 Days,0.14429201353617171,-0.2842426703718592,0.5728266974442027,0.5092923779551515,logistic,True
Mortality in Hospital,GW Stay in 28 Days,-0.46221950225469766,-1.0616884133647915,0.13724940885539616,0.1307306369260205,logistic,False
Mortality in Hospital,Total Hospital stay in 28 days,-0.18781189215760555,-0.5575828091399558,0.18195902482474471,0.31949630385887196,logistic,True
Mortality in Hospital,Mortality post 28 Day Discharge,-14.428052740902507,-2890.0310063821394,2861.1749009003347,0.9921537895434963,logistic,True
Mortality in Hospital,Overall mortality,15.98701314325713,-1775.3606735825622,1807.3346998690765,0.9860442413146393,logistic,True
Mortality in Hospital,Relapse post 28 Day Discharge,-11.433769382951414,-984.2830391997701,961.4155004338674,0.9816221959200624,logistic,True
Mortality post 28 Day Discharge,Patient ID,-0.02575195361256317,-0.08152760020601937,0.030023692980893035,0.3655039378817305,logistic,True
Mortality post 28 Day Discharge,Age,0.014857959018360196,-0.12646984582627346,0.15618576386299388,0.8367492550726274,logistic,True
Mortality post 28 Day Discharge,Male,13.45862407331035,-2305.2845533330465,2332.2018014796668,0.9909233247248374,logistic,True
