Variable1,Variable1_Type,Variable2,Variable2_Type,Correlation,P_Value,N,Strength,Direction,Significant
Overall.organ.support,binary,Any.Fungal.Infection,binary,0.3273,0.15890725993722127,20,WEAK,Positive,False
Globulin,binary,Creatinine,binary,-0.3273,0.15890725993722127,20,WEAK,Negative,False
Creatinine,binary,Meropenem.in.Treatment,binary,-0.3273,0.15890725993722127,20,WEAK,Negative,False
CRO.based.HAP,binary,CV.Catheter.in.6.Months,binary,-0.3273,0.15890725993722127,20,WEAK,Negative,False
CRO.based.HAP,binary,Bil,binary,-0.3273,0.15890725993722127,20,WEAK,Negative,False
Immunosuppressive.drugs.in.1.week,binary,Globulin,binary,0.3273,0.15890725993722127,20,WEAK,Positive,False
Ventilation,binary,Any.Fungal.Infection,binary,0.3273,0.15890725993722127,20,WEAK,Positive,False
NDM,binary,Hemat.Malignancy,binary,0.3273,0.15890725993722127,20,WEAK,Positive,False
Ventilation,binary,Empirically.given.P.C.only,binary,0.3273,0.15890725993722127,20,WEAK,Positive,False
NDM,binary,Ventilation,binary,-0.3273,0.15890725993722127,20,WEAK,Negative,False
NDM,binary,Overall.organ.support,binary,-0.3273,0.15890725993722127,20,WEAK,Negative,False
Empirically.given.P.C.only,binary,Meropenem.in.Treatment,binary,0.3273,0.15890725993722127,20,WEAK,Positive,False
Overall.organ.support,binary,Empirically.given.P.C.only,binary,0.3273,0.15890725993722127,20,WEAK,Positive,False
Past.CREPA.infection,binary,Albumin,binary,-0.3267,0.15971068077877607,20,WEAK,Negative,False
Mortality.post.28.Day.Discharge,binary,Relapse.post.28.Day.Discharge,binary,0.3267,0.15971068077877607,20,WEAK,Positive,False
Amikacin.Resistance,ordinal,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.3267,0.15971068077877607,20,WEAK,Negative,False
Amikacin.Resistance,ordinal,Relapse.post.28.Day.Discharge,binary,-0.3267,0.15971068077877607,20,WEAK,Negative,False
Absolute.Lymphocyte.Count,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.3267,0.15971068077877607,20,WEAK,Negative,False
Past.CREPA.infection,binary,Neutropenia,binary,0.3267,0.15971068077877607,20,WEAK,Positive,False
Neutropenia,binary,Empirically.given.CAAZ.only,binary,0.3267,0.15971068077877607,20,WEAK,Positive,False
Past.CREPA.infection,binary,Empirically.given.other.Abx,binary,0.3267,0.15971068077877607,20,WEAK,Positive,False
Albumin,binary,Relapse.post.28.Day.Discharge,binary,-0.3267,0.15971068077877607,20,WEAK,Negative,False
Ampicillin.Sulbactam,ordinal,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.3267,0.15971068077877607,20,WEAK,Negative,False
Absolute.Lymphocyte.Count,binary,Relapse.post.28.Day.Discharge,binary,-0.3267,0.15971068077877607,20,WEAK,Negative,False
Past.CREPA.infection,binary,Targettedly.Given.Other.Abx,binary,0.3267,0.15971068077877607,20,WEAK,Positive,False
Trimethoprim.Sulfamethoxazole,ordinal,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.3267,0.15971068077877607,20,WEAK,Negative,False
Absolute.Neutrophil.Count,binary,Empirically.given.CAAZ.only,binary,-0.3267,0.15971068077877607,20,WEAK,Negative,False
Albumin,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.3267,0.15971068077877607,20,WEAK,Negative,False
Empirically.given.CAAZ.only,binary,Trimethoprim.Sulfamethoxazole,ordinal,-0.3267,0.15971068077877607,20,WEAK,Negative,False
APACHEII,continuous,Meropenem.in.Treatment,binary,-0.3259,0.16083622144049733,20,WEAK,Negative,False
Age,continuous,Meropenem.in.Treatment,binary,-0.3258,0.16100352375898447,20,WEAK,Negative,False
APACHEII,continuous,ICU.Stay.in.28.Days,continuous,0.325,0.16208577002437205,20,WEAK,Positive,False
P.C.Sulbactam.in.Treatment,ordinal,Mortality.in.ICU,binary,-0.3236,0.16402425475525612,20,WEAK,Negative,False
Amikacin.Resistance,ordinal,P.C.Sulbactam.in.Treatment,ordinal,0.3221,0.16607021864243007,20,WEAK,Positive,False
Age,continuous,SGOT,binary,-0.3214,0.16698871408280277,20,WEAK,Negative,False
Age,continuous,Procalcitonin,binary,-0.3185,0.1710626439251164,20,WEAK,Negative,False
Age,continuous,Absolute.Lymphocyte.Count,binary,0.3185,0.1710626439251164,20,WEAK,Positive,False
Weight,continuous,Trimethoprim.Sulfamethoxazole,ordinal,-0.3182,0.17157381147429054,20,WEAK,Negative,False
Weight,continuous,Mortality.in.Hospital,binary,-0.3182,0.17157381147429054,20,WEAK,Negative,False
HTN,binary,DM,binary,0.3145,0.1768796480794003,20,WEAK,Positive,False
DM,binary,Inotropes,binary,0.3145,0.1768796480794003,20,WEAK,Positive,False
Minocycline.Resistance,ordinal,P.C.Sulbactam.in.Treatment,ordinal,0.3143,0.17708781187669517,20,WEAK,Positive,False
GW.Stay.in.28.Days,continuous,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.314,0.17759591748788311,20,WEAK,Negative,False
Empirically.given.P.C.only,binary,GW.Stay.in.28.Days,continuous,0.3132,0.1788013196212179,20,WEAK,Positive,False
DM,binary,Targettedly.Given.P.C.and.CAAZ,binary,0.3126,0.17957019324436926,20,WEAK,Positive,False
Weight,continuous,Any.Fungal.Infection,binary,0.3124,0.17985586476965498,20,WEAK,Positive,False
Weight,continuous,Urea,binary,0.3124,0.17993168253834493,20,WEAK,Positive,False
Any.Fungal.Infection,binary,Platelet,binary,0.3118,0.18079899408598143,20,WEAK,Positive,False
Bil,binary,SGPT,binary,0.3118,0.18079899408598143,20,WEAK,Positive,False
Any.Fungal.Infection,binary,Calcium,binary,0.3118,0.18079899408598143,20,WEAK,Positive,False
SGPT,binary,Total.Protein,binary,-0.3118,0.18079899408598155,20,WEAK,Negative,False
Platelet,binary,Bil,binary,0.3118,0.18079899408598155,20,WEAK,Positive,False
Hospitalization.in.past.6.Months,binary,Bil,binary,0.3118,0.18079899408598155,20,WEAK,Positive,False
Hospitalization.in.past.6.Months,binary,Total.Protein,binary,-0.3118,0.18079899408598155,20,WEAK,Negative,False
Bil,binary,Calcium,binary,0.3118,0.18079899408598143,20,WEAK,Positive,False
Urinary.Catheter.in.6.Months,binary,Immunosuppressive.drugs.in.1.week,binary,-0.3118,0.18079899408598155,20,WEAK,Negative,False
SGPT,binary,Empirically.given.P.C.only,binary,0.3118,0.18079899408598155,20,WEAK,Positive,False
Past.CREPA.infection,binary,P.C.Sulbactam.in.Treatment,ordinal,-0.3112,0.18168238906550604,20,WEAK,Negative,False
Solid.Organ,binary,APACHEII,continuous,-0.3111,0.18185284926006887,20,WEAK,Negative,False
Targettedly.Given.P.C.and.CAAZ,binary,P.C.Sulbactam.in.Treatment,ordinal,0.3104,0.18294542741228254,20,WEAK,Positive,False
Non.CRO.based.HAP,binary,P.C.Sulbactam.in.Treatment,ordinal,0.3104,0.18294542741228254,20,WEAK,Positive,False
Age,continuous,Magnesium,binary,0.3103,0.18297939399295018,20,WEAK,Positive,False
DM,binary,APACHEII,continuous,0.3098,0.1838397376447093,20,WEAK,Positive,False
Age,continuous,Height,continuous,0.3096,0.18413975436661906,20,WEAK,Positive,False
DM,binary,Relapse.post.28.Day.Discharge,binary,-0.3083,0.18607550123772004,20,WEAK,Negative,False
Height,continuous,APACHEII,continuous,0.307,0.1879339538123161,20,WEAK,Positive,False
SOFA,continuous,Targettedly.Given.Other.Abx,binary,-0.3057,0.18997414466611798,20,WEAK,Negative,False
SOFA,continuous,Amikacin.Resistance,ordinal,0.3057,0.18997414466611798,20,WEAK,Positive,False
SOFA,continuous,Empirically.given.other.Abx,binary,-0.3057,0.18997414466611798,20,WEAK,Negative,False
CV.Catheter.in.6.Months,binary,ICU.Stay.in.28.Days,continuous,0.3051,0.1909310314415738,20,WEAK,Positive,False
Overall.organ.support,binary,Total.Hospital.Stay,continuous,0.3046,0.19156851331003863,20,WEAK,Positive,False
Ventilation,binary,Total.Hospital.Stay,continuous,0.3046,0.19156851331003863,20,WEAK,Positive,False
Inotropes,binary,APACHEII,continuous,0.3042,0.1922747476216203,20,WEAK,Positive,False
Height,continuous,Albumin,binary,-0.3042,0.1922747476216202,20,WEAK,Negative,False
Height,continuous,Mortality.post.28.Day.Discharge,binary,0.3042,0.1922747476216202,20,WEAK,Positive,False
Empirically.given.P.C.only,binary,Total.Hospital.Stay,continuous,0.3039,0.19270576999306596,20,WEAK,Positive,False
DM,binary,P.C.Sulbactam.in.Treatment,ordinal,0.3039,0.1927246509044152,20,WEAK,Positive,False
NDM,binary,Total.Hospital.Stay,continuous,-0.3039,0.19270576999306596,20,WEAK,Negative,False
DM,binary,Potassium,binary,0.3026,0.19468255703740583,20,WEAK,Positive,False
DM,binary,Solid.Organ,binary,-0.3026,0.19468255703740583,20,WEAK,Negative,False
Minocycline.Resistance,ordinal,Mortality.in.Hospital,binary,0.3025,0.19485008039113302,20,WEAK,Positive,False
Absolute.Neutrophil.Count,binary,Minocycline.Resistance,ordinal,-0.3025,0.19485008039113302,20,WEAK,Negative,False
Albumin,binary,Minocycline.Resistance,ordinal,-0.3025,0.19485008039113302,20,WEAK,Negative,False
Minocycline.Resistance,ordinal,Ampicillin.Sulbactam,ordinal,-0.3025,0.19485008039113302,20,WEAK,Negative,False
Minocycline.Resistance,ordinal,Trimethoprim.Sulfamethoxazole,ordinal,-0.3025,0.19485008039113302,20,WEAK,Negative,False
Minocycline.Resistance,ordinal,Mortality.post.28.Day.Discharge,binary,0.3025,0.19485008039113302,20,WEAK,Positive,False
Inotropes,binary,ALP,binary,0.3015,0.19639447228338275,20,WEAK,Positive,False
Any.Viral.Infection,binary,Amikacin.Resistance,ordinal,0.3015,0.19639447228338275,20,WEAK,Positive,False
Any.Viral.Infection,binary,Trimethoprim.Sulfamethoxazole,ordinal,0.3015,0.19639447228338275,20,WEAK,Positive,False
Any.Viral.Infection,binary,Ampicillin.Sulbactam,ordinal,0.3015,0.19639447228338275,20,WEAK,Positive,False
Albumin,binary,Targettedly.Given.P.C.only,binary,0.3015,0.19639447228338275,20,WEAK,Positive,False
HTN,binary,Targettedly.Given.P.C.only,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
HTN,binary,ALP,binary,0.3015,0.19639447228338275,20,WEAK,Positive,False
CRO.based.HAP,binary,Overall.Mortality,binary,0.3015,0.1963944722833826,20,WEAK,Positive,False
Overall.organ.support,binary,Targettedly.Given.P.C.only,binary,-0.3015,0.1963944722833826,20,WEAK,Negative,False
Procalcitonin,binary,Overall.Mortality,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
ALP,binary,Trimethoprim.Sulfamethoxazole,ordinal,0.3015,0.19639447228338275,20,WEAK,Positive,False
ALP,binary,Targettedly.Given.Other.Abx,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Female.Gender,binary,Any.Viral.Infection,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Male.Gender,binary,ALP,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
COPD,binary,Any.Viral.Infection,binary,0.3015,0.1963944722833826,20,WEAK,Positive,False
Any.Viral.Infection,binary,Absolute.Lymphocyte.Count,binary,0.3015,0.19639447228338275,20,WEAK,Positive,False
Hypothyroidism,binary,Targettedly.Given.P.C.only,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
COPD,binary,Overall.Mortality,binary,0.3015,0.1963944722833826,20,WEAK,Positive,False
Hypothyroidism,binary,Any.Viral.Infection,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Hypothyroidism,binary,Overall.Mortality,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Ventilation,binary,Targettedly.Given.P.C.only,binary,-0.3015,0.1963944722833826,20,WEAK,Negative,False
COPD,binary,ALP,binary,0.3015,0.1963944722833826,20,WEAK,Positive,False
Targettedly.Given.P.C.only,binary,Mortality.post.28.Day.Discharge,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
ALP,binary,Ampicillin.Sulbactam,ordinal,0.3015,0.19639447228338275,20,WEAK,Positive,False
CKD,binary,Any.Viral.Infection,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Male.Gender,binary,Targettedly.Given.P.C.only,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
HTN,binary,Any.Viral.Infection,binary,0.3015,0.19639447228338275,20,WEAK,Positive,False
Male.Gender,binary,Any.Viral.Infection,binary,0.3015,0.19639447228338275,20,WEAK,Positive,False
Any.Viral.Infection,binary,Mortality.post.28.Day.Discharge,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Male.Gender,binary,Overall.Mortality,binary,0.3015,0.19639447228338275,20,WEAK,Positive,False
ALP,binary,Mortality.post.28.Day.Discharge,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Targettedly.Given.P.C.only,binary,Mortality.in.Hospital,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
ALP,binary,Empirically.given.other.Abx,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Neutropenia,binary,Overall.Mortality,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Female.Gender,binary,ALP,binary,0.3015,0.19639447228338275,20,WEAK,Positive,False
Targettedly.Given.P.C.only,binary,Targettedly.Given.Other.Abx,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Meropenem.in.Treatment,binary,Overall.Mortality,binary,-0.3015,0.1963944722833826,20,WEAK,Negative,False
CKD,binary,Overall.Mortality,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Empirically.given.other.Abx,binary,Targettedly.Given.P.C.only,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Female.Gender,binary,Overall.Mortality,binary,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Female.Gender,binary,Targettedly.Given.P.C.only,binary,0.3015,0.19639447228338275,20,WEAK,Positive,False
Sodium,binary,Total.Hospital.Stay,continuous,-0.3015,0.19639447228338275,20,WEAK,Negative,False
Weight,continuous,Potassium,binary,-0.3006,0.19781442669064972,20,WEAK,Negative,False
TB,binary,SOFA,continuous,-0.3005,0.1978994323434291,20,WEAK,Negative,False
Other.CRO.Infections,binary,SOFA,continuous,-0.3005,0.1978994323434291,20,WEAK,Negative,False
Age,continuous,GW.Stay.in.28.Days,continuous,-0.2996,0.19937437698098226,20,WEAK,Negative,False
Clinical.Improvement,ordinal,Total.Hospital.Stay,continuous,0.2995,0.19960308398929788,20,WEAK,Positive,False
Targettedly.Given.CAAZ.only,binary,Total.Hospital.Stay,continuous,-0.2995,0.19951042679790557,20,WEAK,Negative,False
NDM,binary,ICU.Stay.in.28.Days,continuous,-0.2955,0.20587475309701586,20,WEAK,Negative,False
Calcium,binary,ICU.Stay.in.28.Days,continuous,0.2943,0.20789328048491026,20,WEAK,Positive,False
Weight,continuous,Immunosuppressive.drugs.in.1.week,binary,0.2935,0.20912126660001554,20,WEAK,Positive,False
DM,binary,Minocycline.Resistance,ordinal,0.2927,0.2104088141224825,20,WEAK,Positive,False
Height,continuous,Past.CREPA.infection,binary,0.2921,0.21147370173650695,20,WEAK,Positive,False
SOFA,continuous,Procalcitonin,binary,-0.2911,0.21302041320269788,20,WEAK,Negative,False
Potassium,binary,Overall.Mortality,binary,-0.2901,0.21465877599017247,20,WEAK,Negative,False
Sodium,binary,Overall.Mortality,binary,0.2901,0.21465877599017247,20,WEAK,Positive,False
CRO.based.CAP,binary,P.C.Sulbactam.in.Treatment,ordinal,-0.2901,0.21470711829372727,20,WEAK,Negative,False
Weight,continuous,CKD,binary,-0.2893,0.21610794461676627,20,WEAK,Negative,False
CRO.based.HAP,binary,CRO.based.CAP,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
Potassium,binary,Meropenem.in.Treatment,binary,0.2887,0.2170703316268422,20,WEAK,Positive,False
Globulin,binary,Potassium,binary,0.2887,0.21707033162684236,20,WEAK,Positive,False
CRO.based.BSI,binary,Meropenem.in.Treatment,binary,0.2887,0.2170703316268422,20,WEAK,Positive,False
Hemat.Malignancy,binary,Sodium,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
Hemat.Malignancy,binary,Mortality.in.ICU,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
CRO.based.BSI,binary,Ventilation,binary,-0.2887,0.2170703316268422,20,WEAK,Negative,False
COPD,binary,Sodium,binary,0.2887,0.21707033162684236,20,WEAK,Positive,False
CRO.based.BSI,binary,Globulin,binary,-0.2887,0.2170703316268422,20,WEAK,Negative,False
Ventilation,binary,Potassium,binary,0.2887,0.21707033162684236,20,WEAK,Positive,False
COPD,binary,CRO.based.CAP,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
COPD,binary,Mortality.in.ICU,binary,0.2887,0.21707033162684236,20,WEAK,Positive,False
Ventilation,binary,Sodium,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
COPD,binary,CRO.based.VAP,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
CRO.based.BSI,binary,Overall.organ.support,binary,-0.2887,0.2170703316268422,20,WEAK,Negative,False
CRO.based.VAP,binary,Meropenem.in.Treatment,binary,-0.2887,0.2170703316268422,20,WEAK,Negative,False
Overall.organ.support,binary,Sodium,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
Overall.organ.support,binary,Solid.Organ,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
Hemat.Malignancy,binary,Potassium,binary,0.2887,0.21707033162684236,20,WEAK,Positive,False
Overall.organ.support,binary,Potassium,binary,0.2887,0.21707033162684236,20,WEAK,Positive,False
Meropenem.in.Treatment,binary,Mortality.in.ICU,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
CRO.based.HAP,binary,Sodium,binary,0.2887,0.21707033162684236,20,WEAK,Positive,False
Ventilation,binary,Solid.Organ,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
CRO.based.HAP,binary,CRO.based.VAP,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
CRO.based.HAP,binary,CRO.based.BSI,binary,-0.2887,0.21707033162684236,20,WEAK,Negative,False
Urinary.Catheter.in.6.Months,binary,Any.Viral.Infection,binary,0.2872,0.2195119689748639,20,WEAK,Positive,False
Any.Viral.Infection,binary,Magnesium,binary,0.2872,0.21951196897486386,20,WEAK,Positive,False
Any.Fungal.Infection,binary,Bil,binary,0.2857,0.22203494893940093,20,WEAK,Positive,False
CV.Catheter.in.6.Months,binary,Total.Leukocyte.Count,binary,-0.2857,0.22203494893940093,20,WEAK,Negative,False
Total.Leukocyte.Count,binary,Empirically.given.P.C.only,binary,-0.2857,0.22203494893940093,20,WEAK,Negative,False
Bil,binary,Total.Protein,binary,-0.2857,0.22203494893940093,20,WEAK,Negative,False
ALP,binary,Creatinine,binary,-0.2851,0.22305317081089707,20,WEAK,Negative,False
ALP,binary,Empirically.given.P.C.only,binary,0.2851,0.22305317081089707,20,WEAK,Positive,False
Any.Fungal.Infection,binary,Overall.Mortality,binary,0.2851,0.22305317081089707,20,WEAK,Positive,False
Creatinine,binary,Targettedly.Given.P.C.only,binary,-0.2851,0.22305317081089707,20,WEAK,Negative,False
Total.Leukocyte.Count,binary,Overall.Mortality,binary,-0.2851,0.22305317081089707,20,WEAK,Negative,False
Any.Viral.Infection,binary,Total.Protein,binary,-0.2851,0.22305317081089707,20,WEAK,Negative,False
Bil,binary,Targettedly.Given.P.C.only,binary,0.2851,0.22305317081089707,20,WEAK,Positive,False
Any.Viral.Infection,binary,Empirically.given.P.C.only,binary,0.2851,0.22305317081089707,20,WEAK,Positive,False
CV.Catheter.in.6.Months,binary,ALP,binary,0.2851,0.22305317081089707,20,WEAK,Positive,False
Immunosuppressive.drugs.in.1.week,binary,Targettedly.Given.P.C.only,binary,0.2851,0.22305317081089707,20,WEAK,Positive,False
Surgery.in.last.3.Months,binary,Targettedly.Given.P.C.only,binary,0.2851,0.22305317081089707,20,WEAK,Positive,False
Total.Protein,binary,Overall.Mortality,binary,-0.2851,0.22305317081089707,20,WEAK,Negative,False
Any.Viral.Infection,binary,Any.Fungal.Infection,binary,0.2851,0.22305317081089707,20,WEAK,Positive,False
Total.Protein,binary,ALP,binary,-0.2851,0.22305317081089707,20,WEAK,Negative,False
Any.Viral.Infection,binary,Total.Leukocyte.Count,binary,-0.2851,0.22305317081089707,20,WEAK,Negative,False
Age,continuous,Total.Protein,binary,-0.2844,0.2243245579966078,20,WEAK,Negative,False
Minocycline.Resistance,ordinal,GW.Stay.in.28.Days,continuous,-0.2843,0.22448275134925835,20,WEAK,Negative,False
GW.Stay.in.28.Days,continuous,Mortality.in.Hospital,binary,0.284,0.22488909735146626,20,WEAK,Positive,False
Total.Leukocyte.Count,binary,GW.Stay.in.28.Days,continuous,0.2838,0.2252723708077736,20,WEAK,Positive,False
Platelet,binary,Targettedly.Given.CAAZ.only,binary,-0.281,0.23013377921316103,20,WEAK,Negative,False
TB,binary,SGPT,binary,-0.281,0.23013377921316103,20,WEAK,Negative,False
SGPT,binary,Empirically.given.P.C.and.CAAZ,binary,-0.281,0.23013377921316103,20,WEAK,Negative,False
Hospitalization.in.past.6.Months,binary,Targettedly.Given.CAAZ.only,binary,-0.281,0.23013377921316103,20,WEAK,Negative,False
Calcium,binary,Targettedly.Given.P.C.and.CAAZ,binary,-0.281,0.23013377921316103,20,WEAK,Negative,False
Magnesium,binary,Targettedly.Given.CAAZ.only,binary,0.281,0.23013377921316103,20,WEAK,Positive,False
Other.CRO.Infections,binary,Urinary.Catheter.in.6.Months,binary,0.281,0.23013377921316103,20,WEAK,Positive,False
SGPT,binary,Targettedly.Given.CAAZ.only,binary,-0.281,0.23013377921316103,20,WEAK,Negative,False
Other.CRO.Infections,binary,SGPT,binary,-0.281,0.23013377921316103,20,WEAK,Negative,False
Urinary.Catheter.in.6.Months,binary,TB,binary,0.281,0.23013377921316103,20,WEAK,Positive,False
Non.CRO.based.HAP,binary,Platelet,binary,-0.281,0.23013377921316103,20,WEAK,Negative,False
Hospitalization.in.past.6.Months,binary,Targettedly.Given.P.C.and.CAAZ,binary,-0.281,0.23013377921316103,20,WEAK,Negative,False
Age,continuous,Past.CREPA.infection,binary,0.2798,0.232187061065588,20,WEAK,Positive,False
Urea,binary,ICU.Stay.in.28.Days,continuous,0.2796,0.2325461759702847,20,WEAK,Positive,False
Meropenem.in.Treatment,binary,P.C.Sulbactam.in.Treatment,ordinal,0.2778,0.23565537333758776,20,WEAK,Positive,False
Immunosuppressive.drugs.in.1.week,binary,ICU.Stay.in.28.Days,continuous,0.2765,0.23803894045756196,20,WEAK,Positive,False
Past.CREPA.infection,binary,GW.Stay.in.28.Days,continuous,-0.2763,0.23828722665608285,20,WEAK,Negative,False
Empirically.given.CAAZ.only,binary,GW.Stay.in.28.Days,continuous,-0.2763,0.23828722665608285,20,WEAK,Negative,False
APACHEII,continuous,Albumin,binary,-0.2752,0.2402504528885026,20,WEAK,Negative,False
APACHEII,continuous,Procalcitonin,binary,-0.2752,0.2402504528885026,20,WEAK,Negative,False
Age,continuous,Absolute.Neutrophil.Count,binary,-0.2751,0.24043517050885488,20,WEAK,Negative,False
Bil,binary,Relapse.post.28.Day.Discharge,binary,-0.275,0.24060040430650415,20,WEAK,Negative,False
NDM,binary,Empirically.given.CAAZ.only,binary,0.275,0.24060040430650415,20,WEAK,Positive,False
Any.Fungal.Infection,binary,Relapse.post.28.Day.Discharge,binary,-0.275,0.24060040430650415,20,WEAK,Negative,False
Empirically.given.P.C.only,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.275,0.24060040430650415,20,WEAK,Negative,False
Empirically.given.P.C.only,binary,Relapse.post.28.Day.Discharge,binary,-0.275,0.24060040430650415,20,WEAK,Negative,False
Past.CREPA.infection,binary,Bil,binary,-0.275,0.24060040430650415,20,WEAK,Negative,False
Bil,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.275,0.24060040430650415,20,WEAK,Negative,False
Past.CREPA.infection,binary,Empirically.given.P.C.only,binary,-0.275,0.24060040430650415,20,WEAK,Negative,False
NDM,binary,Past.CREPA.infection,binary,0.275,0.24060040430650415,20,WEAK,Positive,False
NDM,binary,Relapse.post.28.Day.Discharge,binary,0.275,0.24060040430650415,20,WEAK,Positive,False
Creatinine,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,0.275,0.24060040430650415,20,WEAK,Positive,False
Empirically.given.P.C.only,binary,Empirically.given.CAAZ.only,binary,-0.275,0.24060040430650415,20,WEAK,Negative,False
Surgery.in.last.3.Months,binary,Minocycline.Resistance,ordinal,-0.2742,0.242036234396456,20,WEAK,Negative,False
Creatinine,binary,Minocycline.Resistance,ordinal,0.2742,0.242036234396456,20,WEAK,Positive,False
Immunosuppressive.drugs.in.1.week,binary,Minocycline.Resistance,ordinal,-0.2742,0.242036234396456,20,WEAK,Negative,False
P.C.Sulbactam.in.Treatment,ordinal,Total.Hospital.Stay,continuous,0.2733,0.2435850086935902,20,WEAK,Positive,False
Platelet,binary,Mortality.post.28.Day.Discharge,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
Platelet,binary,Mortality.in.Hospital,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
Absolute.Neutrophil.Count,binary,Platelet,binary,-0.2722,0.2456957956063111,20,WEAK,Negative,False
Absolute.Neutrophil.Count,binary,SGPT,binary,-0.2722,0.2456957956063111,20,WEAK,Negative,False
Absolute.Neutrophil.Count,binary,Magnesium,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
Urinary.Catheter.in.6.Months,binary,Absolute.Lymphocyte.Count,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
Urinary.Catheter.in.6.Months,binary,Mortality.post.28.Day.Discharge,binary,-0.2722,0.2456957956063111,20,WEAK,Negative,False
Hospitalization.in.past.6.Months,binary,Absolute.Neutrophil.Count,binary,-0.2722,0.2456957956063111,20,WEAK,Negative,False
Hospitalization.in.past.6.Months,binary,Albumin,binary,-0.2722,0.2456957956063111,20,WEAK,Negative,False
Hospitalization.in.past.6.Months,binary,Procalcitonin,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
SGPT,binary,Mortality.post.28.Day.Discharge,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
SGPT,binary,Mortality.in.Hospital,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
Platelet,binary,Ampicillin.Sulbactam,ordinal,-0.2722,0.2456957956063111,20,WEAK,Negative,False
Calcium,binary,Procalcitonin,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
Magnesium,binary,Empirically.given.other.Abx,binary,-0.2722,0.2456957956063111,20,WEAK,Negative,False
Magnesium,binary,Trimethoprim.Sulfamethoxazole,ordinal,0.2722,0.2456957956063111,20,WEAK,Positive,False
Albumin,binary,Magnesium,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
CKD,binary,SGPT,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
CKD,binary,Calcium,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
Platelet,binary,Trimethoprim.Sulfamethoxazole,ordinal,-0.2722,0.2456957956063111,20,WEAK,Negative,False
Neutropenia,binary,Calcium,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
Absolute.Lymphocyte.Count,binary,Magnesium,binary,0.2722,0.2456957956063111,20,WEAK,Positive,False
Magnesium,binary,Mortality.post.28.Day.Discharge,binary,-0.2722,0.2456957956063111,20,WEAK,Negative,False
Magnesium,binary,Ampicillin.Sulbactam,ordinal,0.2722,0.2456957956063111,20,WEAK,Positive,False
